model,task,story_id,repetition,step_from,step_to,distance
deepseek32b,implicature,swmimp037,1,4,5,0.119823
deepseek32b,implicature,swmimp037,2,1,2,0.343415
deepseek32b,implicature,swmimp037,2,2,3,0.023499
deepseek32b,implicature,swmimp037,2,3,4,0.297857
deepseek32b,implicature,swmimp037,2,4,5,0.164216
deepseek32b,implicature,swmimp037,3,1,2,0.326549
deepseek32b,implicature,swmimp037,3,2,3,0.113742
deepseek32b,implicature,swmimp037,3,3,4,0.355722
deepseek32b,implicature,swmimp037,3,4,5,0.081163
deepseek32b,implicature,swmimp038,1,1,2,0.028619
deepseek32b,implicature,swmimp038,1,2,3,0.104448
deepseek32b,implicature,swmimp038,1,3,4,0.178215
deepseek32b,implicature,swmimp038,1,4,5,0.064862
deepseek32b,implicature,swmimp038,1,5,6,0.302383
deepseek32b,implicature,swmimp038,1,6,7,0.313718
deepseek32b,implicature,swmimp038,2,1,2,0.095906
deepseek32b,implicature,swmimp038,2,2,3,0.05245
deepseek32b,implicature,swmimp038,2,3,4,0.084886
deepseek32b,implicature,swmimp038,2,4,5,0.269781
deepseek32b,implicature,swmimp038,2,5,6,0.262169
deepseek32b,implicature,swmimp038,2,6,7,0.37504
deepseek32b,implicature,swmimp038,3,1,2,0.091774
deepseek32b,implicature,swmimp038,3,2,3,0.024216
deepseek32b,implicature,swmimp038,3,3,4,0.125196
deepseek32b,implicature,swmimp038,3,4,5,0.119681
deepseek32b,implicature,swmimp038,3,5,6,0.150519
deepseek32b,implicature,swmimp038,3,6,7,0.149466
deepseek32b,implicature,swmimp039,1,1,2,0.279812
deepseek32b,implicature,swmimp039,1,2,3,0.334659
deepseek32b,implicature,swmimp039,1,3,4,0.426994
deepseek32b,implicature,swmimp039,1,4,5,0.207995
deepseek32b,implicature,swmimp039,1,5,6,0.26962
deepseek32b,implicature,swmimp039,2,1,2,0.201095
deepseek32b,implicature,swmimp039,2,2,3,0.772828
deepseek32b,implicature,swmimp039,2,3,4,0.799745
deepseek32b,implicature,swmimp039,2,4,5,0.272284
deepseek32b,implicature,swmimp039,2,5,6,0.174374
deepseek32b,implicature,swmimp039,3,1,2,0.339645
deepseek32b,implicature,swmimp039,3,2,3,0.134822
deepseek32b,implicature,swmimp039,3,3,4,0.098399
deepseek32b,implicature,swmimp039,3,4,5,0.409473
deepseek32b,implicature,swmimp039,3,5,6,0.23864
deepseek32b,implicature,swmimp040,1,1,2,0.244922
deepseek32b,implicature,swmimp040,1,2,3,0.160931
deepseek32b,implicature,swmimp040,1,3,4,0.06251
deepseek32b,implicature,swmimp040,1,4,5,0.012997
deepseek32b,implicature,swmimp040,2,1,2,0.450858
deepseek32b,implicature,swmimp040,2,2,3,0.244974
deepseek32b,implicature,swmimp040,2,3,4,0.195436
deepseek32b,implicature,swmimp040,2,4,5,0.212858
deepseek32b,implicature,swmimp040,3,1,2,0.645725
deepseek32b,implicature,swmimp040,3,2,3,0.810422
deepseek32b,implicature,swmimp040,3,3,4,0.536177
deepseek32b,implicature,swmimp040,3,4,5,0.21316
deepseek32b,implicature,swmimp041,1,1,2,0.220102
deepseek32b,implicature,swmimp041,1,2,3,0.147816
deepseek32b,implicature,swmimp041,1,3,4,0.403114
deepseek32b,implicature,swmimp041,1,4,5,0.42097
deepseek32b,implicature,swmimp041,2,1,2,0.170526
deepseek32b,implicature,swmimp041,2,2,3,0.30937
deepseek32b,implicature,swmimp041,2,3,4,0.273238
deepseek32b,implicature,swmimp041,2,4,5,0.370013
deepseek32b,implicature,swmimp041,3,1,2,0.061895
deepseek32b,implicature,swmimp041,3,2,3,0.273769
deepseek32b,implicature,swmimp041,3,3,4,0.242635
deepseek32b,implicature,swmimp041,3,4,5,0.44878
deepseek32b,implicature,swmimp042,1,1,2,0.135015
deepseek32b,implicature,swmimp042,1,2,3,0.181268
deepseek32b,implicature,swmimp042,1,3,4,0.246353
deepseek32b,implicature,swmimp042,2,1,2,0.342714
deepseek32b,implicature,swmimp042,2,2,3,0.132716
deepseek32b,implicature,swmimp042,2,3,4,0.244011
deepseek32b,implicature,swmimp042,3,1,2,0.358385
deepseek32b,implicature,swmimp042,3,2,3,0.403988
deepseek32b,implicature,swmimp042,3,3,4,0.332827
deepseek32b,implicature,swmimp043,1,1,2,0.263658
deepseek32b,implicature,swmimp043,1,2,3,0.104702
deepseek32b,implicature,swmimp043,2,1,2,0.283698
deepseek32b,implicature,swmimp043,2,2,3,0.236696
deepseek32b,implicature,swmimp043,3,1,2,0.488884
deepseek32b,implicature,swmimp043,3,2,3,0.181653
deepseek32b,implicature,swmimp044,1,1,2,0.201626
deepseek32b,implicature,swmimp044,1,2,3,0.296115
deepseek32b,implicature,swmimp044,1,3,4,0.282751
deepseek32b,implicature,swmimp044,1,4,5,0.130277
deepseek32b,implicature,swmimp044,1,5,6,0.217562
deepseek32b,implicature,swmimp044,2,1,2,0.097462
deepseek32b,implicature,swmimp044,2,2,3,0.424815
deepseek32b,implicature,swmimp044,2,3,4,0.441393
deepseek32b,implicature,swmimp044,2,4,5,0.149573
deepseek32b,implicature,swmimp044,2,5,6,0.217228
deepseek32b,implicature,swmimp044,3,1,2,0.338172
deepseek32b,implicature,swmimp044,3,2,3,0.189445
deepseek32b,implicature,swmimp044,3,3,4,0.43095
deepseek32b,implicature,swmimp044,3,4,5,0.284816
deepseek32b,implicature,swmimp044,3,5,6,0.216782
deepseek32b,implicature,swmimp045,1,1,2,0.20071
deepseek32b,implicature,swmimp045,1,2,3,0.022349
deepseek32b,implicature,swmimp045,1,3,4,0.261404
deepseek32b,implicature,swmimp045,1,4,5,0.400929
deepseek32b,implicature,swmimp045,2,1,2,0.075619
deepseek32b,implicature,swmimp045,2,2,3,0.374111
deepseek32b,implicature,swmimp045,2,3,4,0.387975
deepseek32b,implicature,swmimp045,2,4,5,0.437949
deepseek32b,implicature,swmimp045,3,1,2,0.139461
deepseek32b,implicature,swmimp045,3,2,3,0.200692
deepseek32b,implicature,swmimp045,3,3,4,0.35457
deepseek32b,implicature,swmimp045,3,4,5,0.414737
deepseek32b,implicature,swmimp046,1,1,2,0.354997
deepseek32b,implicature,swmimp046,1,2,3,0.154368
deepseek32b,implicature,swmimp046,1,3,4,0.132466
deepseek32b,implicature,swmimp046,1,4,5,0.215533
deepseek32b,implicature,swmimp046,1,5,6,0.260473
deepseek32b,implicature,swmimp046,2,1,2,0.465331
deepseek32b,implicature,swmimp046,2,2,3,0.149909
deepseek32b,implicature,swmimp046,2,3,4,0.190717
deepseek32b,implicature,swmimp046,2,4,5,0.382202
deepseek32b,implicature,swmimp046,2,5,6,0.212125
deepseek32b,implicature,swmimp046,3,1,2,0.292862
deepseek32b,implicature,swmimp046,3,2,3,0.24748
deepseek32b,implicature,swmimp046,3,3,4,0.045265
deepseek32b,implicature,swmimp046,3,4,5,0.211969
deepseek32b,implicature,swmimp046,3,5,6,0.257417
deepseek32b,implicature,swmimp047,1,1,2,0.270627
deepseek32b,implicature,swmimp047,1,2,3,0.148853
deepseek32b,implicature,swmimp047,1,3,4,0.379943
deepseek32b,implicature,swmimp047,2,1,2,0.238842
deepseek32b,implicature,swmimp047,2,2,3,0.224202
deepseek32b,implicature,swmimp047,2,3,4,0.095884
deepseek32b,implicature,swmimp047,3,1,2,0.311603
deepseek32b,implicature,swmimp047,3,2,3,0.276978
deepseek32b,implicature,swmimp047,3,3,4,0.301853
deepseek32b,implicature,swmimp048,1,1,2,0.281469
deepseek32b,implicature,swmimp048,1,2,3,0.302973
deepseek32b,implicature,swmimp048,1,3,4,0.187453
deepseek32b,implicature,swmimp048,1,4,5,0.277149
deepseek32b,implicature,swmimp048,2,1,2,0.148222
deepseek32b,implicature,swmimp048,2,2,3,0.26786
deepseek32b,implicature,swmimp048,2,3,4,0.227158
deepseek32b,implicature,swmimp048,2,4,5,0.263421
deepseek32b,implicature,swmimp048,3,1,2,0.347943
deepseek32b,implicature,swmimp048,3,2,3,0.243292
deepseek32b,implicature,swmimp048,3,3,4,0.197014
deepseek32b,implicature,swmimp048,3,4,5,0.199518
deepseek32b,implicature,swmimp049,1,1,2,0.199285
deepseek32b,implicature,swmimp049,1,2,3,0.314124
deepseek32b,implicature,swmimp049,1,3,4,0.28809
deepseek32b,implicature,swmimp049,1,4,5,0.261515
deepseek32b,implicature,swmimp049,2,1,2,0.453126
deepseek32b,implicature,swmimp049,2,2,3,0.4773
deepseek32b,implicature,swmimp049,2,3,4,0.293692
deepseek32b,implicature,swmimp049,2,4,5,0.317664
deepseek32b,implicature,swmimp049,3,1,2,0.080818
deepseek32b,implicature,swmimp049,3,2,3,0.091466
deepseek32b,implicature,swmimp049,3,3,4,0.340638
deepseek32b,implicature,swmimp049,3,4,5,0.116981
deepseek32b,implicature,swmimp050,1,1,2,0.366402
deepseek32b,implicature,swmimp050,1,2,3,0.250144
deepseek32b,implicature,swmimp050,1,3,4,0.489659
deepseek32b,implicature,swmimp050,1,4,5,0.49492
deepseek32b,implicature,swmimp050,1,5,6,0.20847
deepseek32b,implicature,swmimp050,2,1,2,0.249608
deepseek32b,implicature,swmimp050,2,2,3,0.385363
deepseek32b,implicature,swmimp050,2,3,4,0.279302
deepseek32b,implicature,swmimp050,2,4,5,0.162677
deepseek32b,implicature,swmimp050,2,5,6,0.299856
deepseek32b,implicature,swmimp050,3,1,2,0.116298
deepseek32b,implicature,swmimp050,3,2,3,0.334131
deepseek32b,implicature,swmimp050,3,3,4,0.178293
deepseek32b,implicature,swmimp050,3,4,5,0.145293
deepseek32b,implicature,swmimp050,3,5,6,0.139457
deepseek32b,implicature,swmimp051,1,1,2,0.176287
deepseek32b,implicature,swmimp051,1,2,3,0.366103
deepseek32b,implicature,swmimp051,1,3,4,0.293327
deepseek32b,implicature,swmimp051,1,4,5,0.224798
deepseek32b,implicature,swmimp051,1,5,6,0.142351
deepseek32b,implicature,swmimp051,2,1,2,0.202342
deepseek32b,implicature,swmimp051,2,2,3,0.17763
deepseek32b,implicature,swmimp051,2,3,4,0.198936
deepseek32b,implicature,swmimp051,2,4,5,0.044923
deepseek32b,implicature,swmimp051,2,5,6,0.141072
deepseek32b,implicature,swmimp051,3,1,2,0.167279
deepseek32b,implicature,swmimp051,3,2,3,0.057027
deepseek32b,implicature,swmimp051,3,3,4,0.324996
deepseek32b,implicature,swmimp051,3,4,5,0.46687
deepseek32b,implicature,swmimp051,3,5,6,0.252566
deepseek32b,implicature,swmimp052,1,1,2,0.258732
deepseek32b,implicature,swmimp052,1,2,3,0.141084
deepseek32b,implicature,swmimp052,1,3,4,0.19443
deepseek32b,implicature,swmimp052,1,4,5,0.203697
deepseek32b,implicature,swmimp052,2,1,2,0.215063
deepseek32b,implicature,swmimp052,2,2,3,0.389167
deepseek32b,implicature,swmimp052,2,3,4,0.304238
deepseek32b,implicature,swmimp052,2,4,5,0.341836
deepseek32b,implicature,swmimp052,3,1,2,0.388586
deepseek32b,implicature,swmimp052,3,2,3,0.246525
deepseek32b,implicature,swmimp052,3,3,4,0.090167
deepseek32b,implicature,swmimp052,3,4,5,0.313897
deepseek32b,implicature,swmimp053,1,1,2,0.218823
deepseek32b,implicature,swmimp053,1,2,3,0.309161
deepseek32b,implicature,swmimp053,1,3,4,0.224229
deepseek32b,implicature,swmimp053,1,4,5,0.299738
deepseek32b,implicature,swmimp053,1,5,6,0.051507
deepseek32b,implicature,swmimp053,1,6,7,0.206515
deepseek32b,implicature,swmimp053,2,1,2,0.201749
deepseek32b,implicature,swmimp053,2,2,3,0.211311
deepseek32b,implicature,swmimp053,2,3,4,0.21167
deepseek32b,implicature,swmimp053,2,4,5,0.312871
deepseek32b,implicature,swmimp053,2,5,6,0.248734
deepseek32b,implicature,swmimp053,2,6,7,0.124306
deepseek32b,implicature,swmimp053,3,1,2,0.151554
deepseek32b,implicature,swmimp053,3,2,3,0.073198
deepseek32b,implicature,swmimp053,3,3,4,0.382142
deepseek32b,implicature,swmimp053,3,4,5,0.385468
deepseek32b,implicature,swmimp053,3,5,6,0.081566
deepseek32b,implicature,swmimp053,3,6,7,0.151113
deepseek32b,implicature,swmimp054,1,1,2,0.176021
deepseek32b,implicature,swmimp054,2,1,2,0.38272
deepseek32b,implicature,swmimp054,3,1,2,0.34809
deepseek32b,implicature,swmimp055,1,1,2,0.220607
deepseek32b,implicature,swmimp055,1,2,3,0.293479
deepseek32b,implicature,swmimp055,1,3,4,0.442831
deepseek32b,implicature,swmimp055,1,4,5,0.100435
deepseek32b,implicature,swmimp055,1,5,6,0.268066
deepseek32b,implicature,swmimp055,2,1,2,0.275841
deepseek32b,implicature,swmimp055,2,2,3,0.329311
deepseek32b,implicature,swmimp055,2,3,4,0.268196
deepseek32b,implicature,swmimp055,2,4,5,0.100319
deepseek32b,implicature,swmimp055,2,5,6,0.285867
deepseek32b,implicature,swmimp055,3,1,2,0.304228
deepseek32b,implicature,swmimp055,3,2,3,0.320343
deepseek32b,implicature,swmimp055,3,3,4,0.446797
deepseek32b,implicature,swmimp055,3,4,5,0.538909
deepseek32b,implicature,swmimp055,3,5,6,0.328093
deepseek32b,implicature,swmimp056,1,1,2,0.28839
deepseek32b,implicature,swmimp056,1,2,3,0.366735
deepseek32b,implicature,swmimp056,1,3,4,0.316083
deepseek32b,implicature,swmimp056,1,4,5,0.300226
deepseek32b,implicature,swmimp056,1,5,6,0.198867
deepseek32b,implicature,swmimp056,1,6,7,0.189213
deepseek32b,implicature,swmimp056,2,1,2,0.392147
deepseek32b,implicature,swmimp056,2,2,3,0.208592
deepseek32b,implicature,swmimp056,2,3,4,0.226733
deepseek32b,implicature,swmimp056,2,4,5,0.287435
deepseek32b,implicature,swmimp056,2,5,6,0.273103
deepseek32b,implicature,swmimp056,2,6,7,0.348603
deepseek32b,implicature,swmimp056,3,1,2,0.23767
deepseek32b,implicature,swmimp056,3,2,3,0.300005
deepseek32b,implicature,swmimp056,3,3,4,0.152919
deepseek32b,implicature,swmimp056,3,4,5,0.111874
deepseek32b,implicature,swmimp056,3,5,6,0.21477
deepseek32b,implicature,swmimp056,3,6,7,0.25818
deepseek32b,implicature,swmimp057,1,1,2,0.695463
deepseek32b,implicature,swmimp057,1,2,3,0.335089
deepseek32b,implicature,swmimp057,1,3,4,0.080943
deepseek32b,implicature,swmimp057,2,1,2,0.227067
deepseek32b,implicature,swmimp057,2,2,3,0.291366
deepseek32b,implicature,swmimp057,2,3,4,0.24422
deepseek32b,implicature,swmimp057,3,1,2,0.264847
deepseek32b,implicature,swmimp057,3,2,3,0.300719
deepseek32b,implicature,swmimp057,3,3,4,0.26039
deepseek32b,implicature,swmimp058,1,1,2,0.128372
deepseek32b,implicature,swmimp058,1,2,3,0.106572
deepseek32b,implicature,swmimp058,1,3,4,0.18183
deepseek32b,implicature,swmimp058,2,1,2,0.122282
deepseek32b,implicature,swmimp058,2,2,3,0.163482
deepseek32b,implicature,swmimp058,2,3,4,0.170532
deepseek32b,implicature,swmimp058,3,1,2,0.370961
deepseek32b,implicature,swmimp058,3,2,3,0.224606
deepseek32b,implicature,swmimp058,3,3,4,0.184591
deepseek32b,implicature,swmimp059,1,1,2,0.115269
deepseek32b,implicature,swmimp059,1,2,3,0.15871
deepseek32b,implicature,swmimp059,1,3,4,0.335605
deepseek32b,implicature,swmimp059,1,4,5,0.188858
deepseek32b,implicature,swmimp059,2,1,2,0.291577
deepseek32b,implicature,swmimp059,2,2,3,0.159211
deepseek32b,implicature,swmimp059,2,3,4,0.139563
deepseek32b,implicature,swmimp059,2,4,5,0.224155
deepseek32b,implicature,swmimp059,3,1,2,0.287033
deepseek32b,implicature,swmimp059,3,2,3,0.153034
deepseek32b,implicature,swmimp059,3,3,4,0.165874
deepseek32b,implicature,swmimp059,3,4,5,0.238681
deepseek32b,implicature,swmimp060,1,1,2,0.21158
deepseek32b,implicature,swmimp060,1,2,3,0.225792
deepseek32b,implicature,swmimp060,1,3,4,0.138472
deepseek32b,implicature,swmimp060,2,1,2,0.289693
deepseek32b,implicature,swmimp060,2,2,3,0.197518
deepseek32b,implicature,swmimp060,2,3,4,0.372925
deepseek32b,implicature,swmimp060,3,1,2,0.239573
deepseek32b,implicature,swmimp060,3,2,3,0.24473
deepseek32b,implicature,swmimp060,3,3,4,0.238524
deepseek32b,implicature,swmimp061,1,1,2,0.273072
deepseek32b,implicature,swmimp061,1,2,3,0.306082
deepseek32b,implicature,swmimp061,2,1,2,0.17889
deepseek32b,implicature,swmimp061,2,2,3,0.261833
deepseek32b,implicature,swmimp061,3,1,2,0.626201
deepseek32b,implicature,swmimp061,3,2,3,0.69086
deepseek32b,implicature,swmimp062,1,1,2,0.390204
deepseek32b,implicature,swmimp062,1,2,3,0.183033
deepseek32b,implicature,swmimp062,1,3,4,0.184877
deepseek32b,implicature,swmimp062,2,1,2,0.102739
deepseek32b,implicature,swmimp062,2,2,3,0.229505
deepseek32b,implicature,swmimp062,2,3,4,0.076495
deepseek32b,implicature,swmimp062,3,1,2,0.428048
deepseek32b,implicature,swmimp062,3,2,3,0.376983
deepseek32b,implicature,swmimp062,3,3,4,0.280173
deepseek32b,implicature,swmimp063,1,1,2,0.36463
deepseek32b,implicature,swmimp063,1,2,3,0.495639
deepseek32b,implicature,swmimp063,1,3,4,0.400044
deepseek32b,implicature,swmimp063,1,4,5,0.33631
deepseek32b,implicature,swmimp063,2,1,2,0.265527
deepseek32b,implicature,swmimp063,2,2,3,0.101085
deepseek32b,implicature,swmimp063,2,3,4,0.260814
deepseek32b,implicature,swmimp063,2,4,5,0.102021
deepseek32b,implicature,swmimp063,3,1,2,0.339516
deepseek32b,implicature,swmimp063,3,2,3,0.291267
deepseek32b,implicature,swmimp063,3,3,4,0.348145
deepseek32b,implicature,swmimp063,3,4,5,0.29461
deepseek32b,implicature,swmimp064,1,1,2,0.209487
deepseek32b,implicature,swmimp064,1,2,3,0.224448
deepseek32b,implicature,swmimp064,1,3,4,0.324215
deepseek32b,implicature,swmimp064,1,4,5,0.443561
deepseek32b,implicature,swmimp064,2,1,2,0.252846
deepseek32b,implicature,swmimp064,2,2,3,0.386682
deepseek32b,implicature,swmimp064,2,3,4,0.341204
deepseek32b,implicature,swmimp064,2,4,5,0.290163
deepseek32b,implicature,swmimp064,3,1,2,0.344741
deepseek32b,implicature,swmimp064,3,2,3,0.180531
deepseek32b,implicature,swmimp064,3,3,4,0.255619
deepseek32b,implicature,swmimp064,3,4,5,0.389451
deepseek32b,implicature,swmimp065,1,1,2,0.397124
deepseek32b,implicature,swmimp065,1,2,3,0.257859
deepseek32b,implicature,swmimp065,1,3,4,0.176931
deepseek32b,implicature,swmimp065,1,4,5,0.184142
deepseek32b,implicature,swmimp065,1,5,6,0.310891
deepseek32b,implicature,swmimp065,1,6,7,0.136974
deepseek32b,implicature,swmimp065,2,1,2,0.348474
deepseek32b,implicature,swmimp065,2,2,3,0.311623
deepseek32b,implicature,swmimp065,2,3,4,0.432475
deepseek32b,implicature,swmimp065,2,4,5,0.52347
deepseek32b,implicature,swmimp065,2,5,6,0.229786
deepseek32b,implicature,swmimp065,2,6,7,0.360261
deepseek32b,implicature,swmimp065,3,1,2,0.169758
deepseek32b,implicature,swmimp065,3,2,3,0.513072
deepseek32b,implicature,swmimp065,3,3,4,0.583406
deepseek32b,implicature,swmimp065,3,4,5,0.326643
deepseek32b,implicature,swmimp065,3,5,6,0.413224
deepseek32b,implicature,swmimp065,3,6,7,0.29613
deepseek32b,implicature,swmimp066,1,1,2,0.186112
deepseek32b,implicature,swmimp066,1,2,3,0.13874
deepseek32b,implicature,swmimp066,1,3,4,0.349079
deepseek32b,implicature,swmimp066,2,1,2,0.094371
deepseek32b,implicature,swmimp066,2,2,3,0.294026
deepseek32b,implicature,swmimp066,2,3,4,0.117211
deepseek32b,implicature,swmimp066,3,1,2,0.290383
deepseek32b,implicature,swmimp066,3,2,3,0.423301
deepseek32b,implicature,swmimp066,3,3,4,0.477464
deepseek32b,implicature,swmimp067,1,1,2,0.079797
deepseek32b,implicature,swmimp067,1,2,3,0.156774
deepseek32b,implicature,swmimp067,1,3,4,0.142412
deepseek32b,implicature,swmimp067,1,4,5,0.314132
deepseek32b,implicature,swmimp067,1,5,6,0.263202
deepseek32b,implicature,swmimp067,2,1,2,0.2231
deepseek32b,implicature,swmimp067,2,2,3,0.16908
deepseek32b,implicature,swmimp067,2,3,4,0.265142
deepseek32b,implicature,swmimp067,2,4,5,0.265476
deepseek32b,implicature,swmimp067,2,5,6,0.128781
deepseek32b,implicature,swmimp067,3,1,2,0.342403
deepseek32b,implicature,swmimp067,3,2,3,0.017299
deepseek32b,implicature,swmimp067,3,3,4,0.309518
deepseek32b,implicature,swmimp067,3,4,5,0.522695
deepseek32b,implicature,swmimp067,3,5,6,0.289676
deepseek32b,implicature,swmimp068,1,1,2,0.345226
deepseek32b,implicature,swmimp068,1,2,3,0.272612
deepseek32b,implicature,swmimp068,1,3,4,0.20872
deepseek32b,implicature,swmimp068,1,4,5,0.067919
deepseek32b,implicature,swmimp068,1,5,6,0.167874
deepseek32b,implicature,swmimp068,1,6,7,0.186594
deepseek32b,implicature,swmimp068,2,1,2,0.190009
deepseek32b,implicature,swmimp068,2,2,3,0.142542
deepseek32b,implicature,swmimp068,2,3,4,0.205875
deepseek32b,implicature,swmimp068,2,4,5,0.28834
deepseek32b,implicature,swmimp068,2,5,6,0.361544
deepseek32b,implicature,swmimp068,2,6,7,0.366362
deepseek32b,implicature,swmimp068,3,1,2,0.126201
deepseek32b,implicature,swmimp068,3,2,3,0.244606
deepseek32b,implicature,swmimp068,3,3,4,0.18564
deepseek32b,implicature,swmimp068,3,4,5,0.2684
deepseek32b,implicature,swmimp068,3,5,6,0.247447
deepseek32b,implicature,swmimp068,3,6,7,0.373038
deepseek32b,implicature,swmimp069,1,1,2,0.32851
deepseek32b,implicature,swmimp069,1,2,3,0.502577
deepseek32b,implicature,swmimp069,1,3,4,0.321879
deepseek32b,implicature,swmimp069,1,4,5,0.398916
deepseek32b,implicature,swmimp069,1,5,6,0.458466
deepseek32b,implicature,swmimp069,2,1,2,0.422907
deepseek32b,implicature,swmimp069,2,2,3,0.479673
deepseek32b,implicature,swmimp069,2,3,4,0.507652
deepseek32b,implicature,swmimp069,2,4,5,0.47704
deepseek32b,implicature,swmimp069,2,5,6,0.422993
deepseek32b,implicature,swmimp069,3,1,2,0.224727
deepseek32b,implicature,swmimp069,3,2,3,0.453764
deepseek32b,implicature,swmimp069,3,3,4,0.489957
deepseek32b,implicature,swmimp069,3,4,5,0.173919
deepseek32b,implicature,swmimp069,3,5,6,0.443895
deepseek32b,implicature,swmimp070,1,1,2,0.507789
deepseek32b,implicature,swmimp070,1,2,3,0.462156
deepseek32b,implicature,swmimp070,1,3,4,0.371402
deepseek32b,implicature,swmimp070,1,4,5,0.501252
deepseek32b,implicature,swmimp070,2,1,2,0.470817
deepseek32b,implicature,swmimp070,2,2,3,0.183359
deepseek32b,implicature,swmimp070,2,3,4,0.517329
deepseek32b,implicature,swmimp070,2,4,5,0.162189
deepseek32b,implicature,swmimp070,3,1,2,0.175124
deepseek32b,implicature,swmimp070,3,2,3,0.256306
deepseek32b,implicature,swmimp070,3,3,4,0.420203
deepseek32b,implicature,swmimp070,3,4,5,0.108344
deepseek32b,implicature,swmimp071,1,1,2,0.184135
deepseek32b,implicature,swmimp071,1,2,3,0.210686
deepseek32b,implicature,swmimp071,1,3,4,0.275803
deepseek32b,implicature,swmimp071,1,4,5,0.30791
deepseek32b,implicature,swmimp071,2,1,2,0.278319
deepseek32b,implicature,swmimp071,2,2,3,0.288493
deepseek32b,implicature,swmimp071,2,3,4,0.366598
deepseek32b,implicature,swmimp071,2,4,5,0.346714
deepseek32b,implicature,swmimp071,3,1,2,0.304462
deepseek32b,implicature,swmimp071,3,2,3,0.302593
deepseek32b,implicature,swmimp071,3,3,4,0.39216
deepseek32b,implicature,swmimp071,3,4,5,0.411743
deepseek32b,implicature,swmimp072,1,1,2,0.148338
deepseek32b,implicature,swmimp072,1,2,3,0.453028
deepseek32b,implicature,swmimp072,1,3,4,0.26553
deepseek32b,implicature,swmimp072,2,1,2,0.259991
deepseek32b,implicature,swmimp072,2,2,3,0.281119
deepseek32b,implicature,swmimp072,2,3,4,0.152744
deepseek32b,implicature,swmimp072,3,1,2,0.306199
deepseek32b,implicature,swmimp072,3,2,3,0.289985
deepseek32b,implicature,swmimp072,3,3,4,0.209403
deepseek32b,implicature,swmimp073,1,1,2,0.051336
deepseek32b,implicature,swmimp073,1,2,3,0.172459
deepseek32b,implicature,swmimp073,1,3,4,0.152955
deepseek32b,implicature,swmimp073,1,4,5,0.211749
deepseek32b,implicature,swmimp073,1,5,6,0.286682
deepseek32b,implicature,swmimp073,1,6,7,0.408503
deepseek32b,implicature,swmimp073,2,1,2,0.258021
deepseek32b,implicature,swmimp073,2,2,3,0.24839
deepseek32b,implicature,swmimp073,2,3,4,0.175555
deepseek32b,implicature,swmimp073,2,4,5,0.421648
deepseek32b,implicature,swmimp073,2,5,6,0.581263
deepseek32b,implicature,swmimp073,2,6,7,0.62088
deepseek32b,implicature,swmimp073,3,1,2,0.273556
deepseek32b,implicature,swmimp073,3,2,3,0.125139
deepseek32b,implicature,swmimp073,3,3,4,0.350505
deepseek32b,implicature,swmimp073,3,4,5,0.28594
deepseek32b,implicature,swmimp073,3,5,6,0.354642
deepseek32b,implicature,swmimp073,3,6,7,0.201096
deepseek32b,implicature,swmimp074,1,1,2,0.193585
deepseek32b,implicature,swmimp074,1,2,3,0.199846
deepseek32b,implicature,swmimp074,1,3,4,0.069491
deepseek32b,implicature,swmimp074,1,4,5,0.136769
deepseek32b,implicature,swmimp074,1,5,6,0.173674
deepseek32b,implicature,swmimp074,1,6,7,0.447273
deepseek32b,implicature,swmimp074,2,1,2,0.074413
deepseek32b,implicature,swmimp074,2,2,3,0.15656
deepseek32b,implicature,swmimp074,2,3,4,0.291588
deepseek32b,implicature,swmimp074,2,4,5,0.291056
deepseek32b,implicature,swmimp074,2,5,6,0.197303
deepseek32b,implicature,swmimp074,2,6,7,0.244685
deepseek32b,implicature,swmimp074,3,1,2,0.473102
deepseek32b,implicature,swmimp074,3,2,3,0.079818
deepseek32b,implicature,swmimp074,3,3,4,0.006197
deepseek32b,implicature,swmimp074,3,4,5,0.088812
deepseek32b,implicature,swmimp074,3,5,6,0.518145
deepseek32b,implicature,swmimp074,3,6,7,0.140902
deepseek32b,implicature,swmimp075,1,1,2,0.100191
deepseek32b,implicature,swmimp075,1,2,3,0.17881
deepseek32b,implicature,swmimp075,1,3,4,0.198009
deepseek32b,implicature,swmimp075,1,4,5,0.165591
deepseek32b,implicature,swmimp075,1,5,6,0.109571
deepseek32b,implicature,swmimp075,1,6,7,0.134636
deepseek32b,implicature,swmimp075,1,7,8,0.200933
deepseek32b,implicature,swmimp075,2,1,2,0.198578
deepseek32b,implicature,swmimp075,2,2,3,0.161451
deepseek32b,implicature,swmimp075,2,3,4,0.09431
deepseek32b,implicature,swmimp075,2,4,5,0.105412
deepseek32b,implicature,swmimp075,2,5,6,0.103555
deepseek32b,implicature,swmimp075,2,6,7,0.049814
deepseek32b,implicature,swmimp075,2,7,8,0.228374
deepseek32b,implicature,swmimp075,3,1,2,0.178574
deepseek32b,implicature,swmimp075,3,2,3,0.194289
deepseek32b,implicature,swmimp075,3,3,4,0.102815
deepseek32b,implicature,swmimp075,3,4,5,0.101997
deepseek32b,implicature,swmimp075,3,5,6,0.148838
deepseek32b,implicature,swmimp075,3,6,7,0.172339
deepseek32b,implicature,swmimp075,3,7,8,0.026933
deepseek32b,implicature,swmimp076,1,1,2,0.308855
deepseek32b,implicature,swmimp076,1,2,3,0.356252
deepseek32b,implicature,swmimp076,1,3,4,0.237646
deepseek32b,implicature,swmimp076,1,4,5,0.146777
