model,task,story_id,repetition,emergence_point
deepseek14b,implicature,swmimp130,2,1.0
deepseek14b,implicature,swmimp130,3,3.0
deepseek14b,implicature,swmimp131,1,3.0
deepseek14b,implicature,swmimp131,2,
deepseek14b,implicature,swmimp131,3,
deepseek14b,implicature,swmimp132,1,9.0
deepseek14b,implicature,swmimp132,2,1.0
deepseek14b,implicature,swmimp132,3,
deepseek14b,implicature,swmimp133,1,1.0
deepseek14b,implicature,swmimp133,2,3.0
deepseek14b,implicature,swmimp133,3,4.0
deepseek14b,implicature,swmimp134,1,5.0
deepseek14b,implicature,swmimp134,2,5.0
deepseek14b,implicature,swmimp134,3,
deepseek14b,implicature,swmimp135,1,2.0
deepseek14b,implicature,swmimp135,2,1.0
deepseek14b,implicature,swmimp135,3,
deepseek14b,implicature,swmimp136,1,2.0
deepseek14b,implicature,swmimp136,2,
deepseek14b,implicature,swmimp136,3,2.0
deepseek14b,implicature,swmimp137,1,
deepseek14b,implicature,swmimp137,2,
deepseek14b,implicature,swmimp137,3,
deepseek14b,implicature,swmimp138,1,3.0
deepseek14b,implicature,swmimp138,2,4.0
deepseek14b,implicature,swmimp138,3,5.0
deepseek14b,implicature,swmimp139,1,2.0
deepseek14b,implicature,swmimp139,2,
deepseek14b,implicature,swmimp139,3,7.0
deepseek14b,implicature,swmimp140,1,2.0
deepseek14b,implicature,swmimp140,2,3.0
deepseek14b,implicature,swmimp140,3,3.0
deepseek14b,implicature,swmimp141,1,2.0
deepseek14b,implicature,swmimp141,2,1.0
deepseek14b,implicature,swmimp141,3,1.0
deepseek14b,implicature,swmimp142,1,2.0
deepseek14b,implicature,swmimp142,2,
deepseek14b,implicature,swmimp142,3,
deepseek14b,implicature,swmimp143,1,1.0
deepseek14b,implicature,swmimp143,2,4.0
deepseek14b,implicature,swmimp143,3,1.0
deepseek14b,implicature,swmimp144,1,19.0
deepseek14b,implicature,swmimp144,2,2.0
deepseek14b,implicature,swmimp144,3,2.0
deepseek14b,implicature,swmimp145,1,2.0
deepseek14b,implicature,swmimp145,2,4.0
deepseek14b,implicature,swmimp145,3,1.0
deepseek14b,implicature,swmimp146,1,
deepseek14b,implicature,swmimp146,2,
deepseek14b,implicature,swmimp146,3,
deepseek14b,implicature,swmimp147,1,5.0
deepseek14b,implicature,swmimp147,2,1.0
deepseek14b,implicature,swmimp147,3,1.0
deepseek14b,implicature,swmimp148,1,1.0
deepseek14b,implicature,swmimp148,2,1.0
deepseek14b,implicature,swmimp148,3,8.0
deepseek14b,implicature,swmimp149,1,3.0
deepseek14b,implicature,swmimp149,2,
deepseek14b,implicature,swmimp149,3,
deepseek14b,implicature,swmimp150,1,5.0
deepseek14b,implicature,swmimp150,2,4.0
deepseek14b,implicature,swmimp150,3,4.0
deepseek14b,implicature,swmimp151,1,8.0
deepseek14b,implicature,swmimp151,2,1.0
deepseek14b,implicature,swmimp151,3,2.0
deepseek14b,implicature,swmimp152,1,4.0
deepseek14b,implicature,swmimp152,2,5.0
deepseek14b,implicature,swmimp152,3,4.0
deepseek14b,implicature,swmimp153,1,1.0
deepseek14b,implicature,swmimp153,2,1.0
deepseek14b,implicature,swmimp153,3,5.0
deepseek14b,implicature,swmimp154,1,5.0
deepseek14b,implicature,swmimp154,2,4.0
deepseek14b,implicature,swmimp154,3,4.0
deepseek14b,implicature,swmimp155,1,2.0
deepseek14b,implicature,swmimp155,2,1.0
deepseek14b,implicature,swmimp155,3,2.0
deepseek14b,implicature,swmimp156,1,1.0
deepseek14b,implicature,swmimp156,2,3.0
deepseek14b,implicature,swmimp156,3,1.0
deepseek14b,implicature,swmimp157,1,2.0
deepseek14b,implicature,swmimp157,2,2.0
deepseek14b,implicature,swmimp157,3,
deepseek14b,implicature,swmimp158,1,4.0
deepseek14b,implicature,swmimp158,2,2.0
deepseek14b,implicature,swmimp158,3,5.0
deepseek14b,implicature,swmimp159,1,2.0
deepseek14b,implicature,swmimp159,2,8.0
deepseek14b,implicature,swmimp159,3,
deepseek14b,implicature,swmimp160,1,3.0
deepseek14b,implicature,swmimp160,2,2.0
deepseek14b,implicature,swmimp160,3,1.0
deepseek14b,implicature,swmimp161,1,
deepseek14b,implicature,swmimp161,2,
deepseek14b,implicature,swmimp161,3,1.0
deepseek14b,implicature,swmimp162,1,1.0
deepseek14b,implicature,swmimp162,2,1.0
deepseek14b,implicature,swmimp162,3,1.0
deepseek14b,implicature,swmimp163,1,1.0
deepseek14b,implicature,swmimp163,2,1.0
deepseek14b,implicature,swmimp163,3,1.0
deepseek14b,implicature,swmimp164,1,1.0
deepseek14b,implicature,swmimp164,2,5.0
deepseek14b,implicature,swmimp164,3,1.0
deepseek14b,implicature,swmimp165,1,2.0
deepseek14b,implicature,swmimp165,2,1.0
deepseek14b,implicature,swmimp165,3,2.0
deepseek14b,implicature,swmimp166,1,3.0
deepseek14b,implicature,swmimp166,2,
deepseek14b,implicature,swmimp166,3,
deepseek14b,implicature,swmimp167,1,3.0
deepseek14b,implicature,swmimp167,2,5.0
deepseek14b,implicature,swmimp167,3,
deepseek14b,implicature,swmimp168,1,1.0
deepseek14b,implicature,swmimp168,2,6.0
deepseek14b,implicature,swmimp168,3,7.0
deepseek14b,implicature,swmimp169,1,7.0
deepseek14b,implicature,swmimp169,2,2.0
deepseek14b,implicature,swmimp169,3,2.0
deepseek14b,implicature,swmimp170,1,1.0
deepseek14b,implicature,swmimp170,2,
deepseek14b,implicature,swmimp170,3,4.0
deepseek14b,implicature,swmimp171,1,1.0
deepseek14b,implicature,swmimp171,2,1.0
deepseek14b,implicature,swmimp171,3,9.0
deepseek14b,implicature,swmimp172,1,
deepseek14b,implicature,swmimp172,2,1.0
deepseek14b,implicature,swmimp172,3,
deepseek14b,implicature,swmimp173,1,3.0
deepseek14b,implicature,swmimp173,2,
deepseek14b,implicature,swmimp173,3,3.0
deepseek14b,implicature,swmimp174,1,4.0
deepseek14b,implicature,swmimp174,2,1.0
deepseek14b,implicature,swmimp174,3,4.0
deepseek14b,implicature,swmimp175,1,1.0
deepseek14b,implicature,swmimp175,2,1.0
deepseek14b,implicature,swmimp175,3,2.0
deepseek14b,implicature,swmimp176,1,6.0
deepseek14b,implicature,swmimp176,2,6.0
deepseek14b,implicature,swmimp176,3,3.0
deepseek14b,implicature,swmimp177,1,3.0
deepseek14b,implicature,swmimp177,2,3.0
deepseek14b,implicature,swmimp177,3,2.0
deepseek14b,implicature,swmimp178,1,8.0
deepseek14b,implicature,swmimp178,2,7.0
deepseek14b,implicature,swmimp178,3,9.0
deepseek14b,implicature,swmimp179,1,7.0
deepseek14b,implicature,swmimp179,2,9.0
deepseek14b,implicature,swmimp179,3,3.0
deepseek14b,implicature,swmimp180,1,4.0
deepseek14b,implicature,swmimp180,2,4.0
deepseek14b,implicature,swmimp180,3,1.0
deepseek14b,implicature,swmimp181,1,5.0
deepseek14b,implicature,swmimp181,2,4.0
deepseek14b,implicature,swmimp181,3,8.0
deepseek14b,implicature,swmimp182,1,2.0
deepseek14b,implicature,swmimp182,2,2.0
deepseek14b,implicature,swmimp182,3,1.0
deepseek14b,implicature,swmimp183,1,4.0
deepseek14b,implicature,swmimp183,2,4.0
deepseek14b,implicature,swmimp183,3,
deepseek14b,implicature,swmimp184,1,3.0
deepseek14b,implicature,swmimp184,2,2.0
deepseek14b,implicature,swmimp184,3,2.0
deepseek14b,implicature,swmimp185,1,
deepseek14b,implicature,swmimp185,2,2.0
deepseek14b,implicature,swmimp185,3,3.0
deepseek14b,implicature,swmimp186,1,1.0
deepseek14b,implicature,swmimp186,2,2.0
deepseek14b,implicature,swmimp186,3,2.0
deepseek14b,implicature,swmimp187,1,1.0
deepseek14b,implicature,swmimp187,2,2.0
deepseek14b,implicature,swmimp187,3,2.0
deepseek14b,implicature,swmimp188,1,
deepseek14b,implicature,swmimp188,2,4.0
deepseek14b,implicature,swmimp188,3,1.0
deepseek14b,implicature,swmimp189,1,3.0
deepseek14b,implicature,swmimp189,2,2.0
deepseek14b,implicature,swmimp189,3,2.0
deepseek14b,implicature,swmimp190,1,3.0
deepseek14b,implicature,swmimp190,2,2.0
deepseek14b,implicature,swmimp190,3,
deepseek14b,implicature,swmimp191,1,1.0
deepseek14b,implicature,swmimp191,2,1.0
deepseek14b,implicature,swmimp191,3,1.0
deepseek14b,implicature,swmimp192,1,1.0
deepseek14b,implicature,swmimp192,2,3.0
deepseek14b,implicature,swmimp192,3,
deepseek14b,implicature,swmimp193,1,1.0
deepseek14b,implicature,swmimp193,2,1.0
deepseek14b,implicature,swmimp193,3,2.0
deepseek14b,implicature,swmimp194,1,1.0
deepseek14b,implicature,swmimp194,2,1.0
deepseek14b,implicature,swmimp194,3,3.0
deepseek14b,implicature,swmimp195,1,1.0
deepseek14b,implicature,swmimp195,2,1.0
deepseek14b,implicature,swmimp195,3,1.0
deepseek14b,implicature,swmimp196,1,
deepseek14b,implicature,swmimp196,2,
deepseek14b,implicature,swmimp196,3,
deepseek14b,implicature,swmimp197,1,1.0
deepseek14b,implicature,swmimp197,2,
deepseek14b,implicature,swmimp197,3,1.0
deepseek14b,implicature,swmimp198,1,1.0
deepseek14b,implicature,swmimp198,2,1.0
deepseek14b,implicature,swmimp198,3,1.0
deepseek14b,implicature,swmimp199,1,3.0
deepseek14b,implicature,swmimp199,2,3.0
deepseek14b,implicature,swmimp199,3,
deepseek14b,implicature,swmimp200,1,4.0
deepseek14b,implicature,swmimp200,2,2.0
deepseek14b,implicature,swmimp200,3,4.0
deepseek32b,false_belief,fb001,1,1.0
deepseek32b,false_belief,fb001,2,1.0
deepseek32b,false_belief,fb001,3,3.0
deepseek32b,false_belief,fb002,1,3.0
deepseek32b,false_belief,fb002,2,2.0
deepseek32b,false_belief,fb002,3,3.0
deepseek32b,false_belief,fb003,1,1.0
deepseek32b,false_belief,fb003,2,2.0
deepseek32b,false_belief,fb003,3,2.0
deepseek32b,false_belief,fb004,1,1.0
deepseek32b,false_belief,fb004,2,2.0
deepseek32b,false_belief,fb004,3,2.0
deepseek32b,false_belief,fb005,1,3.0
deepseek32b,false_belief,fb005,2,3.0
deepseek32b,false_belief,fb005,3,3.0
deepseek32b,false_belief,fb006,1,1.0
deepseek32b,false_belief,fb006,2,3.0
deepseek32b,false_belief,fb006,3,2.0
deepseek32b,false_belief,fb007,1,2.0
deepseek32b,false_belief,fb007,2,1.0
deepseek32b,false_belief,fb007,3,2.0
deepseek32b,false_belief,fb008,1,1.0
deepseek32b,false_belief,fb008,2,1.0
deepseek32b,false_belief,fb008,3,1.0
deepseek32b,false_belief,fb009,1,1.0
deepseek32b,false_belief,fb009,2,1.0
deepseek32b,false_belief,fb009,3,1.0
deepseek32b,false_belief,fb010,1,3.0
deepseek32b,false_belief,fb010,2,3.0
deepseek32b,false_belief,fb010,3,3.0
deepseek32b,false_belief,fb011,1,2.0
deepseek32b,false_belief,fb011,2,1.0
deepseek32b,false_belief,fb011,3,3.0
deepseek32b,false_belief,fb012,1,2.0
deepseek32b,false_belief,fb012,2,2.0
deepseek32b,false_belief,fb012,3,3.0
deepseek32b,false_belief,fb013,1,1.0
deepseek32b,false_belief,fb013,2,2.0
deepseek32b,false_belief,fb013,3,2.0
deepseek32b,false_belief,fb014,1,1.0
deepseek32b,false_belief,fb014,2,1.0
deepseek32b,false_belief,fb014,3,1.0
deepseek32b,false_belief,fb015,1,1.0
deepseek32b,false_belief,fb015,2,1.0
deepseek32b,false_belief,fb015,3,1.0
deepseek32b,false_belief,fb016,1,1.0
deepseek32b,false_belief,fb016,2,1.0
deepseek32b,false_belief,fb016,3,1.0
deepseek32b,false_belief,fb017,1,1.0
deepseek32b,false_belief,fb017,2,1.0
deepseek32b,false_belief,fb017,3,1.0
deepseek32b,false_belief,fb018,1,2.0
deepseek32b,false_belief,fb018,2,3.0
deepseek32b,false_belief,fb018,3,2.0
deepseek32b,false_belief,fb019,1,1.0
deepseek32b,false_belief,fb019,2,2.0
deepseek32b,false_belief,fb019,3,1.0
deepseek32b,false_belief,fb020,1,3.0
deepseek32b,false_belief,fb020,2,3.0
deepseek32b,false_belief,fb020,3,3.0
deepseek32b,false_belief,fb021,1,3.0
deepseek32b,false_belief,fb021,2,3.0
deepseek32b,false_belief,fb021,3,2.0
deepseek32b,false_belief,fb022,1,3.0
deepseek32b,false_belief,fb022,2,3.0
deepseek32b,false_belief,fb022,3,3.0
deepseek32b,false_belief,fb023,1,2.0
deepseek32b,false_belief,fb023,2,3.0
deepseek32b,false_belief,fb023,3,1.0
deepseek32b,false_belief,fb024,1,1.0
deepseek32b,false_belief,fb024,2,1.0
deepseek32b,false_belief,fb024,3,1.0
deepseek32b,false_belief,fb025,1,3.0
deepseek32b,false_belief,fb025,2,1.0
deepseek32b,false_belief,fb025,3,3.0
deepseek32b,false_belief,fb026,1,1.0
deepseek32b,false_belief,fb026,2,1.0
deepseek32b,false_belief,fb026,3,2.0
deepseek32b,false_belief,fb027,1,2.0
deepseek32b,false_belief,fb027,2,3.0
deepseek32b,false_belief,fb027,3,3.0
deepseek32b,false_belief,fb028,1,2.0
deepseek32b,false_belief,fb028,2,2.0
deepseek32b,false_belief,fb028,3,3.0
deepseek32b,false_belief,fb029,1,1.0
deepseek32b,false_belief,fb029,2,1.0
deepseek32b,false_belief,fb029,3,1.0
deepseek32b,false_belief,fb030,1,1.0
deepseek32b,false_belief,fb030,2,1.0
deepseek32b,false_belief,fb030,3,1.0
deepseek32b,false_belief,fb031,1,2.0
deepseek32b,false_belief,fb031,2,2.0
deepseek32b,false_belief,fb031,3,2.0
deepseek32b,false_belief,fb032,1,1.0
deepseek32b,false_belief,fb032,2,1.0
deepseek32b,false_belief,fb032,3,1.0
deepseek32b,false_belief,fb033,1,3.0
deepseek32b,false_belief,fb033,2,3.0
deepseek32b,false_belief,fb033,3,3.0
deepseek32b,false_belief,fb034,1,1.0
deepseek32b,false_belief,fb034,2,2.0
deepseek32b,false_belief,fb034,3,2.0
deepseek32b,false_belief,fb035,1,2.0
deepseek32b,false_belief,fb035,2,1.0
deepseek32b,false_belief,fb035,3,1.0
deepseek32b,false_belief,fb036,1,3.0
deepseek32b,false_belief,fb036,2,1.0
deepseek32b,false_belief,fb036,3,2.0
deepseek32b,false_belief,fb037,1,3.0
deepseek32b,false_belief,fb037,2,1.0
deepseek32b,false_belief,fb037,3,3.0
deepseek32b,false_belief,fb038,1,4.0
deepseek32b,false_belief,fb038,2,3.0
deepseek32b,false_belief,fb038,3,3.0
deepseek32b,false_belief,fb039,1,2.0
deepseek32b,false_belief,fb039,2,1.0
deepseek32b,false_belief,fb039,3,2.0
deepseek32b,false_belief,fb040,1,3.0
deepseek32b,false_belief,fb040,2,3.0
deepseek32b,false_belief,fb040,3,2.0
deepseek32b,false_belief,fb041,1,2.0
deepseek32b,false_belief,fb041,2,1.0
deepseek32b,false_belief,fb041,3,1.0
deepseek32b,false_belief,fb042,1,3.0
deepseek32b,false_belief,fb042,2,3.0
deepseek32b,false_belief,fb042,3,2.0
deepseek32b,false_belief,fb043,1,3.0
deepseek32b,false_belief,fb043,2,2.0
deepseek32b,false_belief,fb043,3,3.0
deepseek32b,false_belief,fb044,1,2.0
deepseek32b,false_belief,fb044,2,3.0
deepseek32b,false_belief,fb044,3,1.0
deepseek32b,false_belief,fb045,1,3.0
deepseek32b,false_belief,fb045,2,3.0
deepseek32b,false_belief,fb045,3,3.0
deepseek32b,false_belief,fb046,1,1.0
deepseek32b,false_belief,fb046,2,1.0
deepseek32b,false_belief,fb046,3,2.0
deepseek32b,false_belief,fb047,1,1.0
deepseek32b,false_belief,fb047,2,3.0
deepseek32b,false_belief,fb047,3,3.0
deepseek32b,false_belief,fb048,1,1.0
deepseek32b,false_belief,fb048,2,3.0
deepseek32b,false_belief,fb048,3,3.0
deepseek32b,false_belief,fb049,1,1.0
deepseek32b,false_belief,fb049,2,1.0
deepseek32b,false_belief,fb049,3,1.0
deepseek32b,false_belief,fb050,1,3.0
deepseek32b,false_belief,fb050,2,1.0
deepseek32b,false_belief,fb050,3,2.0
deepseek32b,false_belief,fb051,1,1.0
deepseek32b,false_belief,fb051,2,2.0
deepseek32b,false_belief,fb051,3,3.0
deepseek32b,false_belief,fb052,1,1.0
deepseek32b,false_belief,fb052,2,2.0
deepseek32b,false_belief,fb052,3,1.0
deepseek32b,false_belief,fb053,1,1.0
deepseek32b,false_belief,fb053,2,1.0
deepseek32b,false_belief,fb053,3,1.0
deepseek32b,false_belief,fb054,1,3.0
deepseek32b,false_belief,fb054,2,1.0
deepseek32b,false_belief,fb054,3,2.0
deepseek32b,false_belief,fb055,1,2.0
deepseek32b,false_belief,fb055,2,3.0
deepseek32b,false_belief,fb055,3,3.0
deepseek32b,false_belief,fb056,1,2.0
deepseek32b,false_belief,fb056,2,1.0
deepseek32b,false_belief,fb056,3,1.0
deepseek32b,false_belief,fb057,1,3.0
deepseek32b,false_belief,fb057,2,3.0
deepseek32b,false_belief,fb057,3,3.0
deepseek32b,false_belief,fb058,1,2.0
deepseek32b,false_belief,fb058,2,1.0
deepseek32b,false_belief,fb058,3,2.0
deepseek32b,false_belief,fb059,1,1.0
deepseek32b,false_belief,fb059,2,1.0
deepseek32b,false_belief,fb059,3,1.0
deepseek32b,false_belief,fb060,1,3.0
deepseek32b,false_belief,fb060,2,2.0
deepseek32b,false_belief,fb060,3,3.0
deepseek32b,false_belief,sfp011,1,
deepseek32b,false_belief,sfp011,2,2.0
deepseek32b,false_belief,sfp011,3,
deepseek32b,false_belief,sfp012,1,1.0
deepseek32b,false_belief,sfp012,2,1.0
deepseek32b,false_belief,sfp012,3,1.0
deepseek32b,false_belief,sfp013,1,1.0
deepseek32b,false_belief,sfp013,2,1.0
deepseek32b,false_belief,sfp013,3,1.0
deepseek32b,false_belief,sfp014,1,3.0
deepseek32b,false_belief,sfp014,2,3.0
deepseek32b,false_belief,sfp014,3,2.0
deepseek32b,false_belief,sfp015,1,1.0
deepseek32b,false_belief,sfp015,2,1.0
deepseek32b,false_belief,sfp015,3,1.0
deepseek32b,false_belief,sfp016,1,1.0
deepseek32b,false_belief,sfp016,2,1.0
deepseek32b,false_belief,sfp016,3,1.0
deepseek32b,false_belief,sfp017,1,1.0
deepseek32b,false_belief,sfp017,2,2.0
deepseek32b,false_belief,sfp017,3,1.0
deepseek32b,false_belief,sfp018,1,2.0
deepseek32b,false_belief,sfp018,2,2.0
deepseek32b,false_belief,sfp018,3,1.0
deepseek32b,false_belief,sfp019,1,4.0
deepseek32b,false_belief,sfp019,2,5.0
deepseek32b,false_belief,sfp019,3,2.0
deepseek32b,false_belief,sfp020,1,2.0
deepseek32b,false_belief,sfp020,2,1.0
deepseek32b,false_belief,sfp020,3,1.0
deepseek32b,faux_pas,sfp001,1,1.0
deepseek32b,faux_pas,sfp001,2,1.0
deepseek32b,faux_pas,sfp001,3,2.0
deepseek32b,faux_pas,sfp002,1,5.0
deepseek32b,faux_pas,sfp002,2,3.0
deepseek32b,faux_pas,sfp002,3,5.0
deepseek32b,faux_pas,sfp003,1,5.0
deepseek32b,faux_pas,sfp003,2,5.0
deepseek32b,faux_pas,sfp003,3,5.0
deepseek32b,faux_pas,sfp004,1,4.0
deepseek32b,faux_pas,sfp004,2,4.0
deepseek32b,faux_pas,sfp004,3,4.0
deepseek32b,faux_pas,sfp005,1,3.0
deepseek32b,faux_pas,sfp005,2,3.0
deepseek32b,faux_pas,sfp005,3,2.0
deepseek32b,faux_pas,sfp006,1,2.0
deepseek32b,faux_pas,sfp006,2,2.0
deepseek32b,faux_pas,sfp006,3,1.0
deepseek32b,faux_pas,sfp007,1,2.0
deepseek32b,faux_pas,sfp007,2,4.0
deepseek32b,faux_pas,sfp007,3,4.0
deepseek32b,faux_pas,sfp008,1,5.0
deepseek32b,faux_pas,sfp008,2,5.0
deepseek32b,faux_pas,sfp008,3,5.0
deepseek32b,faux_pas,sfp009,1,1.0
deepseek32b,faux_pas,sfp009,2,2.0
deepseek32b,faux_pas,sfp009,3,3.0
deepseek32b,faux_pas,sfp010,1,3.0
deepseek32b,faux_pas,sfp010,2,3.0
deepseek32b,faux_pas,sfp010,3,3.0
deepseek32b,implicature,swmimp001,1,2.0
deepseek32b,implicature,swmimp001,2,1.0
deepseek32b,implicature,swmimp001,3,2.0
deepseek32b,implicature,swmimp002,1,3.0
deepseek32b,implicature,swmimp002,2,
deepseek32b,implicature,swmimp002,3,1.0
deepseek32b,implicature,swmimp003,1,
deepseek32b,implicature,swmimp003,2,
deepseek32b,implicature,swmimp003,3,
deepseek32b,implicature,swmimp004,1,3.0
deepseek32b,implicature,swmimp004,2,
deepseek32b,implicature,swmimp004,3,4.0
deepseek32b,implicature,swmimp005,1,1.0
deepseek32b,implicature,swmimp005,2,1.0
deepseek32b,implicature,swmimp005,3,1.0
deepseek32b,implicature,swmimp006,1,1.0
deepseek32b,implicature,swmimp006,2,2.0
deepseek32b,implicature,swmimp006,3,3.0
deepseek32b,implicature,swmimp007,1,
deepseek32b,implicature,swmimp007,2,3.0
deepseek32b,implicature,swmimp007,3,
deepseek32b,implicature,swmimp008,1,1.0
deepseek32b,implicature,swmimp008,2,1.0
deepseek32b,implicature,swmimp008,3,1.0
deepseek32b,implicature,swmimp009,1,1.0
deepseek32b,implicature,swmimp009,2,1.0
deepseek32b,implicature,swmimp009,3,4.0
deepseek32b,implicature,swmimp010,1,4.0
deepseek32b,implicature,swmimp010,2,
deepseek32b,implicature,swmimp010,3,
deepseek32b,implicature,swmimp011,1,3.0
deepseek32b,implicature,swmimp011,2,
deepseek32b,implicature,swmimp011,3,5.0
deepseek32b,implicature,swmimp012,1,1.0
deepseek32b,implicature,swmimp012,2,1.0
deepseek32b,implicature,swmimp012,3,1.0
deepseek32b,implicature,swmimp013,1,1.0
deepseek32b,implicature,swmimp013,2,1.0
deepseek32b,implicature,swmimp013,3,2.0
deepseek32b,implicature,swmimp014,1,3.0
deepseek32b,implicature,swmimp014,2,2.0
deepseek32b,implicature,swmimp014,3,
deepseek32b,implicature,swmimp015,1,1.0
deepseek32b,implicature,swmimp015,2,1.0
deepseek32b,implicature,swmimp015,3,1.0
deepseek32b,implicature,swmimp016,1,1.0
deepseek32b,implicature,swmimp016,2,1.0
deepseek32b,implicature,swmimp016,3,1.0
deepseek32b,implicature,swmimp017,1,1.0
deepseek32b,implicature,swmimp017,2,1.0
deepseek32b,implicature,swmimp017,3,2.0
deepseek32b,implicature,swmimp018,1,1.0
deepseek32b,implicature,swmimp018,2,
deepseek32b,implicature,swmimp018,3,1.0
deepseek32b,implicature,swmimp019,1,1.0
deepseek32b,implicature,swmimp019,2,1.0
deepseek32b,implicature,swmimp019,3,1.0
deepseek32b,implicature,swmimp020,1,4.0
deepseek32b,implicature,swmimp020,2,1.0
deepseek32b,implicature,swmimp020,3,2.0
deepseek32b,implicature,swmimp021,1,2.0
deepseek32b,implicature,swmimp021,2,2.0
deepseek32b,implicature,swmimp021,3,1.0
deepseek32b,implicature,swmimp022,1,
deepseek32b,implicature,swmimp022,2,4.0
deepseek32b,implicature,swmimp022,3,4.0
deepseek32b,implicature,swmimp023,1,1.0
deepseek32b,implicature,swmimp023,2,1.0
deepseek32b,implicature,swmimp023,3,3.0
deepseek32b,implicature,swmimp024,1,
deepseek32b,implicature,swmimp024,2,
deepseek32b,implicature,swmimp024,3,
deepseek32b,implicature,swmimp025,1,2.0
deepseek32b,implicature,swmimp025,2,1.0
deepseek32b,implicature,swmimp025,3,1.0
deepseek32b,implicature,swmimp026,1,
deepseek32b,implicature,swmimp026,2,
deepseek32b,implicature,swmimp026,3,
deepseek32b,implicature,swmimp027,1,1.0
deepseek32b,implicature,swmimp027,2,
deepseek32b,implicature,swmimp027,3,
deepseek32b,implicature,swmimp028,1,1.0
deepseek32b,implicature,swmimp028,2,1.0
deepseek32b,implicature,swmimp028,3,1.0
deepseek32b,implicature,swmimp029,1,1.0
deepseek32b,implicature,swmimp029,2,1.0
deepseek32b,implicature,swmimp029,3,
deepseek32b,implicature,swmimp030,1,2.0
deepseek32b,implicature,swmimp030,2,2.0
deepseek32b,implicature,swmimp030,3,2.0
deepseek32b,implicature,swmimp031,1,7.0
deepseek32b,implicature,swmimp031,2,8.0
deepseek32b,implicature,swmimp031,3,7.0
deepseek32b,implicature,swmimp032,1,3.0
deepseek32b,implicature,swmimp032,2,2.0
deepseek32b,implicature,swmimp032,3,1.0
deepseek32b,implicature,swmimp033,1,
deepseek32b,implicature,swmimp033,2,
deepseek32b,implicature,swmimp033,3,
deepseek32b,implicature,swmimp034,1,1.0
deepseek32b,implicature,swmimp034,2,1.0
deepseek32b,implicature,swmimp034,3,2.0
deepseek32b,implicature,swmimp035,1,
deepseek32b,implicature,swmimp035,2,1.0
deepseek32b,implicature,swmimp035,3,
deepseek32b,implicature,swmimp036,1,4.0
deepseek32b,implicature,swmimp036,2,1.0
deepseek32b,implicature,swmimp036,3,
deepseek32b,implicature,swmimp037,1,3.0
deepseek32b,implicature,swmimp037,2,4.0
deepseek32b,implicature,swmimp037,3,4.0
deepseek32b,implicature,swmimp038,1,
deepseek32b,implicature,swmimp038,2,5.0
deepseek32b,implicature,swmimp038,3,7.0
deepseek32b,implicature,swmimp039,1,4.0
deepseek32b,implicature,swmimp039,2,5.0
deepseek32b,implicature,swmimp039,3,
deepseek32b,implicature,swmimp040,1,2.0
deepseek32b,implicature,swmimp040,2,2.0
deepseek32b,implicature,swmimp040,3,2.0
deepseek32b,implicature,swmimp041,1,3.0
deepseek32b,implicature,swmimp041,2,1.0
deepseek32b,implicature,swmimp041,3,1.0
deepseek32b,implicature,swmimp042,1,2.0
deepseek32b,implicature,swmimp042,2,2.0
deepseek32b,implicature,swmimp042,3,3.0
deepseek32b,implicature,swmimp043,1,2.0
deepseek32b,implicature,swmimp043,2,2.0
deepseek32b,implicature,swmimp043,3,2.0
deepseek32b,implicature,swmimp044,1,4.0
deepseek32b,implicature,swmimp044,2,5.0
deepseek32b,implicature,swmimp044,3,5.0
deepseek32b,implicature,swmimp045,1,2.0
deepseek32b,implicature,swmimp045,2,1.0
deepseek32b,implicature,swmimp045,3,2.0
deepseek32b,implicature,swmimp046,1,2.0
deepseek32b,implicature,swmimp046,2,2.0
deepseek32b,implicature,swmimp046,3,3.0
deepseek32b,implicature,swmimp047,1,1.0
deepseek32b,implicature,swmimp047,2,1.0
deepseek32b,implicature,swmimp047,3,1.0
deepseek32b,implicature,swmimp048,1,1.0
deepseek32b,implicature,swmimp048,2,1.0
deepseek32b,implicature,swmimp048,3,1.0
deepseek32b,implicature,swmimp049,1,2.0
deepseek32b,implicature,swmimp049,2,4.0
deepseek32b,implicature,swmimp049,3,2.0
deepseek32b,implicature,swmimp050,1,4.0
deepseek32b,implicature,swmimp050,2,3.0
deepseek32b,implicature,swmimp050,3,1.0
deepseek32b,implicature,swmimp051,1,1.0
deepseek32b,implicature,swmimp051,2,1.0
deepseek32b,implicature,swmimp051,3,1.0
deepseek32b,implicature,swmimp052,1,1.0
deepseek32b,implicature,swmimp052,2,1.0
deepseek32b,implicature,swmimp052,3,3.0
deepseek32b,implicature,swmimp053,1,1.0
deepseek32b,implicature,swmimp053,2,4.0
deepseek32b,implicature,swmimp053,3,6.0
deepseek32b,implicature,swmimp054,1,1.0
deepseek32b,implicature,swmimp054,2,2.0
deepseek32b,implicature,swmimp054,3,
deepseek32b,implicature,swmimp055,1,5.0
deepseek32b,implicature,swmimp055,2,
deepseek32b,implicature,swmimp055,3,1.0
deepseek32b,implicature,swmimp056,1,1.0
deepseek32b,implicature,swmimp056,2,2.0
deepseek32b,implicature,swmimp056,3,1.0
deepseek32b,implicature,swmimp057,1,3.0
deepseek32b,implicature,swmimp057,2,3.0
deepseek32b,implicature,swmimp057,3,2.0
