model,task,story_id,repetition,step_from,step_to,distance
deepseek14b,implicature,swmimp008,3,4,5,0.082666
deepseek14b,implicature,swmimp008,3,5,6,0.4899
deepseek14b,implicature,swmimp009,1,1,2,0.485565
deepseek14b,implicature,swmimp009,1,2,3,0.625014
deepseek14b,implicature,swmimp009,1,3,4,0.260442
deepseek14b,implicature,swmimp009,1,4,5,0.072253
deepseek14b,implicature,swmimp009,1,5,6,0.181233
deepseek14b,implicature,swmimp009,2,1,2,0.34387
deepseek14b,implicature,swmimp009,2,2,3,0.152512
deepseek14b,implicature,swmimp009,2,3,4,0.323931
deepseek14b,implicature,swmimp009,2,4,5,0.248401
deepseek14b,implicature,swmimp009,2,5,6,0.209316
deepseek14b,implicature,swmimp009,3,1,2,0.123413
deepseek14b,implicature,swmimp009,3,2,3,0.107789
deepseek14b,implicature,swmimp009,3,3,4,0.162068
deepseek14b,implicature,swmimp009,3,4,5,0.096388
deepseek14b,implicature,swmimp009,3,5,6,0.12073
deepseek14b,implicature,swmimp010,1,1,2,0.386859
deepseek14b,implicature,swmimp010,1,2,3,0.369113
deepseek14b,implicature,swmimp010,1,3,4,0.354827
deepseek14b,implicature,swmimp010,1,4,5,0.590459
deepseek14b,implicature,swmimp010,2,1,2,0.416171
deepseek14b,implicature,swmimp010,2,2,3,0.572738
deepseek14b,implicature,swmimp010,2,3,4,0.134784
deepseek14b,implicature,swmimp010,2,4,5,0.665132
deepseek14b,implicature,swmimp010,3,1,2,0.619948
deepseek14b,implicature,swmimp010,3,2,3,0.708957
deepseek14b,implicature,swmimp010,3,3,4,0.61969
deepseek14b,implicature,swmimp010,3,4,5,0.523304
deepseek14b,implicature,swmimp011,1,1,2,0.251646
deepseek14b,implicature,swmimp011,1,2,3,0.086223
deepseek14b,implicature,swmimp011,1,3,4,0.202134
deepseek14b,implicature,swmimp011,1,4,5,0.244878
deepseek14b,implicature,swmimp011,2,1,2,0.541686
deepseek14b,implicature,swmimp011,2,2,3,0.527711
deepseek14b,implicature,swmimp011,2,3,4,0.489712
deepseek14b,implicature,swmimp011,2,4,5,0.467189
deepseek14b,implicature,swmimp011,3,1,2,0.49607
deepseek14b,implicature,swmimp011,3,2,3,0.418252
deepseek14b,implicature,swmimp011,3,3,4,0.164866
deepseek14b,implicature,swmimp011,3,4,5,0.297753
deepseek14b,implicature,swmimp012,1,1,2,0.146917
deepseek14b,implicature,swmimp012,1,2,3,0.083478
deepseek14b,implicature,swmimp012,1,3,4,0.250454
deepseek14b,implicature,swmimp012,2,1,2,0.40111
deepseek14b,implicature,swmimp012,2,2,3,0.386096
deepseek14b,implicature,swmimp012,2,3,4,0.087717
deepseek14b,implicature,swmimp012,3,1,2,0.467786
deepseek14b,implicature,swmimp012,3,2,3,0.160759
deepseek14b,implicature,swmimp012,3,3,4,0.169515
deepseek14b,implicature,swmimp013,1,1,2,0.424704
deepseek14b,implicature,swmimp013,1,2,3,0.27293
deepseek14b,implicature,swmimp013,2,1,2,0.082144
deepseek14b,implicature,swmimp013,2,2,3,0.203566
deepseek14b,implicature,swmimp013,3,1,2,0.19244
deepseek14b,implicature,swmimp013,3,2,3,0.248325
deepseek14b,implicature,swmimp014,1,1,2,0.36814
deepseek14b,implicature,swmimp014,1,2,3,0.231751
deepseek14b,implicature,swmimp014,2,1,2,0.633681
deepseek14b,implicature,swmimp014,2,2,3,0.395832
deepseek14b,implicature,swmimp014,3,1,2,0.439732
deepseek14b,implicature,swmimp014,3,2,3,0.421149
deepseek14b,implicature,swmimp015,1,1,2,0.239382
deepseek14b,implicature,swmimp015,2,1,2,0.449487
deepseek14b,implicature,swmimp015,3,1,2,0.531405
deepseek14b,implicature,swmimp016,1,1,2,0.123538
deepseek14b,implicature,swmimp016,1,2,3,0.340949
deepseek14b,implicature,swmimp016,1,3,4,0.308667
deepseek14b,implicature,swmimp016,1,4,5,0.275474
deepseek14b,implicature,swmimp016,1,5,6,0.454302
deepseek14b,implicature,swmimp016,1,6,7,0.563881
deepseek14b,implicature,swmimp016,1,7,8,0.079036
deepseek14b,implicature,swmimp016,1,8,9,0.195484
deepseek14b,implicature,swmimp016,1,9,10,0.314747
deepseek14b,implicature,swmimp016,2,1,2,0.473905
deepseek14b,implicature,swmimp016,2,2,3,0.242132
deepseek14b,implicature,swmimp016,2,3,4,0.158213
deepseek14b,implicature,swmimp016,2,4,5,0.533405
deepseek14b,implicature,swmimp016,2,5,6,0.455362
deepseek14b,implicature,swmimp016,2,6,7,0.090288
deepseek14b,implicature,swmimp016,2,7,8,0.066733
deepseek14b,implicature,swmimp016,2,8,9,0.143793
deepseek14b,implicature,swmimp016,2,9,10,0.451479
deepseek14b,implicature,swmimp016,3,1,2,0.339612
deepseek14b,implicature,swmimp016,3,2,3,0.188872
deepseek14b,implicature,swmimp016,3,3,4,0.126119
deepseek14b,implicature,swmimp016,3,4,5,0.136066
deepseek14b,implicature,swmimp016,3,5,6,0.252057
deepseek14b,implicature,swmimp016,3,6,7,0.257131
deepseek14b,implicature,swmimp016,3,7,8,0.119474
deepseek14b,implicature,swmimp016,3,8,9,0.27367
deepseek14b,implicature,swmimp016,3,9,10,0.167272
deepseek14b,implicature,swmimp017,1,1,2,0.109781
deepseek14b,implicature,swmimp017,1,2,3,0.656422
deepseek14b,implicature,swmimp017,1,3,4,0.616519
deepseek14b,implicature,swmimp017,2,1,2,0.373016
deepseek14b,implicature,swmimp017,2,2,3,0.535647
deepseek14b,implicature,swmimp017,2,3,4,0.13239
deepseek14b,implicature,swmimp017,3,1,2,0.119664
deepseek14b,implicature,swmimp017,3,2,3,0.650049
deepseek14b,implicature,swmimp017,3,3,4,0.574335
deepseek14b,implicature,swmimp018,1,1,2,0.46918
deepseek14b,implicature,swmimp018,1,2,3,0.116207
deepseek14b,implicature,swmimp018,2,1,2,0.108297
deepseek14b,implicature,swmimp018,2,2,3,0.042195
deepseek14b,implicature,swmimp018,3,1,2,0.080137
deepseek14b,implicature,swmimp018,3,2,3,0.296649
deepseek14b,implicature,swmimp019,1,1,2,0.481944
deepseek14b,implicature,swmimp019,1,2,3,0.23229
deepseek14b,implicature,swmimp019,1,3,4,0.120564
deepseek14b,implicature,swmimp019,1,4,5,0.193009
deepseek14b,implicature,swmimp019,2,1,2,0.497666
deepseek14b,implicature,swmimp019,2,2,3,0.606969
deepseek14b,implicature,swmimp019,2,3,4,0.580824
deepseek14b,implicature,swmimp019,2,4,5,0.216759
deepseek14b,implicature,swmimp019,3,1,2,0.208846
deepseek14b,implicature,swmimp019,3,2,3,0.097532
deepseek14b,implicature,swmimp019,3,3,4,0.123037
deepseek14b,implicature,swmimp019,3,4,5,0.093543
deepseek14b,implicature,swmimp020,1,1,2,0.59679
deepseek14b,implicature,swmimp020,1,2,3,0.171796
deepseek14b,implicature,swmimp020,1,3,4,0.609538
deepseek14b,implicature,swmimp020,2,1,2,0.204873
deepseek14b,implicature,swmimp020,2,2,3,0.289661
deepseek14b,implicature,swmimp020,2,3,4,0.265822
deepseek14b,implicature,swmimp020,3,1,2,0.165155
deepseek14b,implicature,swmimp020,3,2,3,0.119907
deepseek14b,implicature,swmimp020,3,3,4,0.306491
deepseek14b,implicature,swmimp021,1,1,2,0.18273
deepseek14b,implicature,swmimp021,2,1,2,0.238099
deepseek14b,implicature,swmimp021,3,1,2,0.454346
deepseek14b,implicature,swmimp022,1,1,2,0.175899
deepseek14b,implicature,swmimp022,1,2,3,0.429341
deepseek14b,implicature,swmimp022,1,3,4,0.295062
deepseek14b,implicature,swmimp022,2,1,2,0.410607
deepseek14b,implicature,swmimp022,2,2,3,0.317698
deepseek14b,implicature,swmimp022,2,3,4,0.393716
deepseek14b,implicature,swmimp022,3,1,2,0.358088
deepseek14b,implicature,swmimp022,3,2,3,0.248005
deepseek14b,implicature,swmimp022,3,3,4,0.373139
deepseek14b,implicature,swmimp023,1,1,2,0.161678
deepseek14b,implicature,swmimp023,1,2,3,0.136284
deepseek14b,implicature,swmimp023,2,1,2,0.172835
deepseek14b,implicature,swmimp023,2,2,3,0.067765
deepseek14b,implicature,swmimp023,3,1,2,0.325547
deepseek14b,implicature,swmimp023,3,2,3,0.285216
deepseek14b,implicature,swmimp024,1,1,2,0.100164
deepseek14b,implicature,swmimp024,1,2,3,0.30738
deepseek14b,implicature,swmimp024,1,3,4,0.326811
deepseek14b,implicature,swmimp024,1,4,5,0.24651
deepseek14b,implicature,swmimp024,2,1,2,0.217023
deepseek14b,implicature,swmimp024,2,2,3,0.244522
deepseek14b,implicature,swmimp024,2,3,4,0.196452
deepseek14b,implicature,swmimp024,2,4,5,0.340045
deepseek14b,implicature,swmimp024,3,1,2,0.128887
deepseek14b,implicature,swmimp024,3,2,3,0.167783
deepseek14b,implicature,swmimp024,3,3,4,0.23714
deepseek14b,implicature,swmimp024,3,4,5,0.555959
deepseek14b,implicature,swmimp025,1,1,2,0.43674
deepseek14b,implicature,swmimp025,1,2,3,0.190632
deepseek14b,implicature,swmimp025,1,3,4,0.678202
deepseek14b,implicature,swmimp025,1,4,5,0.670104
deepseek14b,implicature,swmimp025,1,5,6,0.511092
deepseek14b,implicature,swmimp025,2,1,2,0.485704
deepseek14b,implicature,swmimp025,2,2,3,0.35276
deepseek14b,implicature,swmimp025,2,3,4,0.283929
deepseek14b,implicature,swmimp025,2,4,5,0.444233
deepseek14b,implicature,swmimp025,2,5,6,0.409937
deepseek14b,implicature,swmimp025,3,1,2,0.345208
deepseek14b,implicature,swmimp025,3,2,3,0.229388
deepseek14b,implicature,swmimp025,3,3,4,0.334211
deepseek14b,implicature,swmimp025,3,4,5,0.349991
deepseek14b,implicature,swmimp025,3,5,6,0.489717
deepseek14b,implicature,swmimp026,1,1,2,0.339736
deepseek14b,implicature,swmimp026,1,2,3,0.204434
deepseek14b,implicature,swmimp026,1,3,4,0.333124
deepseek14b,implicature,swmimp026,1,4,5,0.546729
deepseek14b,implicature,swmimp026,2,1,2,0.487108
deepseek14b,implicature,swmimp026,2,2,3,0.686319
deepseek14b,implicature,swmimp026,2,3,4,0.642652
deepseek14b,implicature,swmimp026,2,4,5,0.312842
deepseek14b,implicature,swmimp026,3,1,2,0.187238
deepseek14b,implicature,swmimp026,3,2,3,0.193951
deepseek14b,implicature,swmimp026,3,3,4,0.250145
deepseek14b,implicature,swmimp026,3,4,5,0.733445
deepseek14b,implicature,swmimp027,1,1,2,0.389016
deepseek14b,implicature,swmimp027,1,2,3,0.456731
deepseek14b,implicature,swmimp027,2,1,2,0.514302
deepseek14b,implicature,swmimp027,2,2,3,0.318749
deepseek14b,implicature,swmimp027,3,1,2,0.063813
deepseek14b,implicature,swmimp027,3,2,3,0.356436
deepseek14b,implicature,swmimp028,1,1,2,0.219453
deepseek14b,implicature,swmimp028,1,2,3,0.273998
deepseek14b,implicature,swmimp028,1,3,4,0.073025
deepseek14b,implicature,swmimp028,1,4,5,0.080832
deepseek14b,implicature,swmimp028,1,5,6,0.084412
deepseek14b,implicature,swmimp028,1,6,7,0.464612
deepseek14b,implicature,swmimp028,2,1,2,0.307346
deepseek14b,implicature,swmimp028,2,2,3,0.088938
deepseek14b,implicature,swmimp028,2,3,4,0.201986
deepseek14b,implicature,swmimp028,2,4,5,0.064413
deepseek14b,implicature,swmimp028,2,5,6,0.426412
deepseek14b,implicature,swmimp028,2,6,7,0.130245
deepseek14b,implicature,swmimp028,3,1,2,0.223744
deepseek14b,implicature,swmimp028,3,2,3,0.176419
deepseek14b,implicature,swmimp028,3,3,4,0.326753
deepseek14b,implicature,swmimp028,3,4,5,0.290084
deepseek14b,implicature,swmimp028,3,5,6,0.157519
deepseek14b,implicature,swmimp028,3,6,7,0.552269
deepseek14b,implicature,swmimp029,1,1,2,0.435178
deepseek14b,implicature,swmimp029,1,2,3,0.419107
deepseek14b,implicature,swmimp029,1,3,4,0.116198
deepseek14b,implicature,swmimp029,2,1,2,0.454754
deepseek14b,implicature,swmimp029,2,2,3,0.448444
deepseek14b,implicature,swmimp029,2,3,4,0.130299
deepseek14b,implicature,swmimp029,3,1,2,0.07871
deepseek14b,implicature,swmimp029,3,2,3,0.178049
deepseek14b,implicature,swmimp029,3,3,4,0.288476
deepseek14b,implicature,swmimp030,1,1,2,0.045831
deepseek14b,implicature,swmimp030,1,2,3,0.243512
deepseek14b,implicature,swmimp030,1,3,4,0.399344
deepseek14b,implicature,swmimp030,2,1,2,0.170468
deepseek14b,implicature,swmimp030,2,2,3,0.238903
deepseek14b,implicature,swmimp030,2,3,4,0.145927
deepseek14b,implicature,swmimp030,3,1,2,0.221687
deepseek14b,implicature,swmimp030,3,2,3,0.202213
deepseek14b,implicature,swmimp030,3,3,4,0.129701
deepseek14b,implicature,swmimp031,1,1,2,0.320521
deepseek14b,implicature,swmimp031,1,2,3,0.270332
deepseek14b,implicature,swmimp031,1,3,4,0.045913
deepseek14b,implicature,swmimp031,1,4,5,0.175999
deepseek14b,implicature,swmimp031,1,5,6,0.619592
deepseek14b,implicature,swmimp031,1,6,7,0.614357
deepseek14b,implicature,swmimp031,1,7,8,0.374458
deepseek14b,implicature,swmimp031,2,1,2,0.271477
deepseek14b,implicature,swmimp031,2,2,3,0.339918
deepseek14b,implicature,swmimp031,2,3,4,0.246814
deepseek14b,implicature,swmimp031,2,4,5,0.184109
deepseek14b,implicature,swmimp031,2,5,6,0.692758
deepseek14b,implicature,swmimp031,2,6,7,0.678006
deepseek14b,implicature,swmimp031,2,7,8,0.520059
deepseek14b,implicature,swmimp031,3,1,2,0.173028
deepseek14b,implicature,swmimp031,3,2,3,0.324519
deepseek14b,implicature,swmimp031,3,3,4,0.202957
deepseek14b,implicature,swmimp031,3,4,5,0.176475
deepseek14b,implicature,swmimp031,3,5,6,0.304671
deepseek14b,implicature,swmimp031,3,6,7,0.37906
deepseek14b,implicature,swmimp031,3,7,8,0.442861
deepseek14b,implicature,swmimp032,1,1,2,0.153646
deepseek14b,implicature,swmimp032,1,2,3,0.17774
deepseek14b,implicature,swmimp032,1,3,4,0.2544
deepseek14b,implicature,swmimp032,1,4,5,0.063878
deepseek14b,implicature,swmimp032,1,5,6,0.361108
deepseek14b,implicature,swmimp032,1,6,7,0.16608
deepseek14b,implicature,swmimp032,2,1,2,0.118155
deepseek14b,implicature,swmimp032,2,2,3,0.144087
deepseek14b,implicature,swmimp032,2,3,4,0.292411
deepseek14b,implicature,swmimp032,2,4,5,0.307014
deepseek14b,implicature,swmimp032,2,5,6,0.475221
deepseek14b,implicature,swmimp032,2,6,7,0.532601
deepseek14b,implicature,swmimp032,3,1,2,0.722352
deepseek14b,implicature,swmimp032,3,2,3,0.635404
deepseek14b,implicature,swmimp032,3,3,4,0.441279
deepseek14b,implicature,swmimp032,3,4,5,0.381345
deepseek14b,implicature,swmimp032,3,5,6,0.604946
deepseek14b,implicature,swmimp032,3,6,7,0.607388
deepseek14b,implicature,swmimp033,1,1,2,0.482146
deepseek14b,implicature,swmimp033,1,2,3,0.322602
deepseek14b,implicature,swmimp033,1,3,4,0.248177
deepseek14b,implicature,swmimp033,1,4,5,0.1828
deepseek14b,implicature,swmimp033,2,1,2,0.307774
deepseek14b,implicature,swmimp033,2,2,3,0.3346
deepseek14b,implicature,swmimp033,2,3,4,0.351683
deepseek14b,implicature,swmimp033,2,4,5,0.437834
deepseek14b,implicature,swmimp033,3,1,2,0.134673
deepseek14b,implicature,swmimp033,3,2,3,0.367079
deepseek14b,implicature,swmimp033,3,3,4,0.137328
deepseek14b,implicature,swmimp033,3,4,5,0.292938
deepseek14b,implicature,swmimp034,1,1,2,0.227309
deepseek14b,implicature,swmimp034,1,2,3,0.194257
deepseek14b,implicature,swmimp034,2,1,2,0.245647
deepseek14b,implicature,swmimp034,2,2,3,0.262286
deepseek14b,implicature,swmimp034,3,1,2,0.199683
deepseek14b,implicature,swmimp034,3,2,3,0.151344
deepseek14b,implicature,swmimp035,1,1,2,0.315211
deepseek14b,implicature,swmimp035,1,2,3,0.287735
deepseek14b,implicature,swmimp035,1,3,4,0.328481
deepseek14b,implicature,swmimp035,1,4,5,0.306406
deepseek14b,implicature,swmimp035,2,1,2,0.301809
deepseek14b,implicature,swmimp035,2,2,3,0.270517
deepseek14b,implicature,swmimp035,2,3,4,0.183992
deepseek14b,implicature,swmimp035,2,4,5,0.492555
deepseek14b,implicature,swmimp035,3,1,2,0.16786
deepseek14b,implicature,swmimp035,3,2,3,0.169022
deepseek14b,implicature,swmimp035,3,3,4,0.244211
deepseek14b,implicature,swmimp035,3,4,5,0.25755
deepseek14b,implicature,swmimp036,1,1,2,0.205104
deepseek14b,implicature,swmimp036,1,2,3,0.294322
deepseek14b,implicature,swmimp036,1,3,4,0.018524
deepseek14b,implicature,swmimp036,1,4,5,0.704387
deepseek14b,implicature,swmimp036,1,5,6,0.611542
deepseek14b,implicature,swmimp036,2,1,2,0.650502
deepseek14b,implicature,swmimp036,2,2,3,0.643009
deepseek14b,implicature,swmimp036,2,3,4,0.123857
deepseek14b,implicature,swmimp036,2,4,5,0.268979
deepseek14b,implicature,swmimp036,2,5,6,0.170378
deepseek14b,implicature,swmimp036,3,1,2,0.270199
deepseek14b,implicature,swmimp036,3,2,3,0.247532
deepseek14b,implicature,swmimp036,3,3,4,0.606454
deepseek14b,implicature,swmimp036,3,4,5,0.691533
deepseek14b,implicature,swmimp036,3,5,6,0.039924
deepseek14b,implicature,swmimp037,1,1,2,0.262621
deepseek14b,implicature,swmimp037,1,2,3,0.394617
deepseek14b,implicature,swmimp037,1,3,4,0.481867
deepseek14b,implicature,swmimp037,1,4,5,0.185688
deepseek14b,implicature,swmimp037,2,1,2,0.366601
deepseek14b,implicature,swmimp037,2,2,3,0.104764
deepseek14b,implicature,swmimp037,2,3,4,0.257335
deepseek14b,implicature,swmimp037,2,4,5,0.648157
deepseek14b,implicature,swmimp037,3,1,2,0.174509
deepseek14b,implicature,swmimp037,3,2,3,0.335783
deepseek14b,implicature,swmimp037,3,3,4,0.149143
deepseek14b,implicature,swmimp037,3,4,5,0.387918
deepseek14b,implicature,swmimp038,1,1,2,0.257005
deepseek14b,implicature,swmimp038,1,2,3,0.452259
deepseek14b,implicature,swmimp038,1,3,4,0.461948
deepseek14b,implicature,swmimp038,1,4,5,0.370047
deepseek14b,implicature,swmimp038,1,5,6,0.431545
deepseek14b,implicature,swmimp038,1,6,7,0.581338
deepseek14b,implicature,swmimp038,2,1,2,0.26693
deepseek14b,implicature,swmimp038,2,2,3,0.304961
deepseek14b,implicature,swmimp038,2,3,4,0.225848
deepseek14b,implicature,swmimp038,2,4,5,0.173288
deepseek14b,implicature,swmimp038,2,5,6,0.312903
deepseek14b,implicature,swmimp038,2,6,7,0.349398
deepseek14b,implicature,swmimp038,3,1,2,0.360219
deepseek14b,implicature,swmimp038,3,2,3,0.188419
deepseek14b,implicature,swmimp038,3,3,4,0.199544
deepseek14b,implicature,swmimp038,3,4,5,0.274546
deepseek14b,implicature,swmimp038,3,5,6,0.178462
deepseek14b,implicature,swmimp038,3,6,7,0.260435
deepseek14b,implicature,swmimp039,1,1,2,0.199351
deepseek14b,implicature,swmimp039,1,2,3,0.433764
deepseek14b,implicature,swmimp039,1,3,4,0.417269
deepseek14b,implicature,swmimp039,1,4,5,0.696589
deepseek14b,implicature,swmimp039,1,5,6,0.674322
deepseek14b,implicature,swmimp039,2,1,2,0.399398
deepseek14b,implicature,swmimp039,2,2,3,0.24433
deepseek14b,implicature,swmimp039,2,3,4,0.194447
deepseek14b,implicature,swmimp039,2,4,5,0.565623
deepseek14b,implicature,swmimp039,2,5,6,0.202383
deepseek14b,implicature,swmimp039,3,1,2,0.23534
deepseek14b,implicature,swmimp039,3,2,3,0.357589
deepseek14b,implicature,swmimp039,3,3,4,0.442368
deepseek14b,implicature,swmimp039,3,4,5,0.671889
deepseek14b,implicature,swmimp039,3,5,6,0.313501
deepseek14b,implicature,swmimp040,1,1,2,0.251522
deepseek14b,implicature,swmimp040,1,2,3,0.208677
deepseek14b,implicature,swmimp040,1,3,4,0.188232
deepseek14b,implicature,swmimp040,1,4,5,0.596968
deepseek14b,implicature,swmimp040,2,1,2,0.131486
deepseek14b,implicature,swmimp040,2,2,3,0.413112
deepseek14b,implicature,swmimp040,2,3,4,0.346856
deepseek14b,implicature,swmimp040,2,4,5,0.526081
deepseek14b,implicature,swmimp040,3,1,2,0.387383
deepseek14b,implicature,swmimp040,3,2,3,0.832255
deepseek14b,implicature,swmimp040,3,3,4,0.560967
deepseek14b,implicature,swmimp040,3,4,5,0.062292
deepseek14b,implicature,swmimp041,1,1,2,0.452899
deepseek14b,implicature,swmimp041,1,2,3,0.461612
deepseek14b,implicature,swmimp041,1,3,4,0.422734
deepseek14b,implicature,swmimp041,1,4,5,0.139726
deepseek14b,implicature,swmimp041,2,1,2,0.316877
deepseek14b,implicature,swmimp041,2,2,3,0.234526
deepseek14b,implicature,swmimp041,2,3,4,0.418319
deepseek14b,implicature,swmimp041,2,4,5,0.461693
deepseek14b,implicature,swmimp041,3,1,2,0.321866
deepseek14b,implicature,swmimp041,3,2,3,0.355979
deepseek14b,implicature,swmimp041,3,3,4,0.232808
deepseek14b,implicature,swmimp041,3,4,5,0.329974
deepseek14b,implicature,swmimp042,1,1,2,0.336278
deepseek14b,implicature,swmimp042,1,2,3,0.265043
deepseek14b,implicature,swmimp042,1,3,4,0.390736
deepseek14b,implicature,swmimp042,2,1,2,0.225217
deepseek14b,implicature,swmimp042,2,2,3,0.270075
deepseek14b,implicature,swmimp042,2,3,4,0.648785
deepseek14b,implicature,swmimp042,3,1,2,0.297186
deepseek14b,implicature,swmimp042,3,2,3,0.404555
deepseek14b,implicature,swmimp042,3,3,4,0.28086
deepseek14b,implicature,swmimp043,1,1,2,0.381507
deepseek14b,implicature,swmimp043,1,2,3,0.251622
deepseek14b,implicature,swmimp043,2,1,2,0.31241
deepseek14b,implicature,swmimp043,2,2,3,0.177159
deepseek14b,implicature,swmimp043,3,1,2,0.274122
deepseek14b,implicature,swmimp043,3,2,3,0.177278
deepseek14b,implicature,swmimp044,1,1,2,0.170072
deepseek14b,implicature,swmimp044,1,2,3,0.179447
deepseek14b,implicature,swmimp044,1,3,4,0.374989
deepseek14b,implicature,swmimp044,1,4,5,0.179152
deepseek14b,implicature,swmimp044,1,5,6,0.044539
deepseek14b,implicature,swmimp044,2,1,2,0.245216
deepseek14b,implicature,swmimp044,2,2,3,0.375931
deepseek14b,implicature,swmimp044,2,3,4,0.275761
deepseek14b,implicature,swmimp044,2,4,5,0.109569
deepseek14b,implicature,swmimp044,2,5,6,0.47943
deepseek14b,implicature,swmimp044,3,1,2,0.448214
deepseek14b,implicature,swmimp044,3,2,3,0.441863
deepseek14b,implicature,swmimp044,3,3,4,0.604357
deepseek14b,implicature,swmimp044,3,4,5,0.441515
deepseek14b,implicature,swmimp044,3,5,6,0.479771
deepseek14b,implicature,swmimp045,1,1,2,0.428676
deepseek14b,implicature,swmimp045,1,2,3,0.638715
deepseek14b,implicature,swmimp045,1,3,4,0.237939
deepseek14b,implicature,swmimp045,1,4,5,0.09449
deepseek14b,implicature,swmimp045,2,1,2,0.214795
deepseek14b,implicature,swmimp045,2,2,3,0.1486
deepseek14b,implicature,swmimp045,2,3,4,0.303416
deepseek14b,implicature,swmimp045,2,4,5,0.270086
deepseek14b,implicature,swmimp045,3,1,2,0.625512
deepseek14b,implicature,swmimp045,3,2,3,0.17268
deepseek14b,implicature,swmimp045,3,3,4,0.517484
deepseek14b,implicature,swmimp045,3,4,5,0.226889
deepseek14b,implicature,swmimp046,1,1,2,0.249277
deepseek14b,implicature,swmimp046,1,2,3,0.081855
deepseek14b,implicature,swmimp046,1,3,4,0.124941
deepseek14b,implicature,swmimp046,1,4,5,0.218256
deepseek14b,implicature,swmimp046,1,5,6,0.260611
deepseek14b,implicature,swmimp046,2,1,2,0.427942
deepseek14b,implicature,swmimp046,2,2,3,0.504388
deepseek14b,implicature,swmimp046,2,3,4,0.462198
deepseek14b,implicature,swmimp046,2,4,5,0.298525
deepseek14b,implicature,swmimp046,2,5,6,0.254325
deepseek14b,implicature,swmimp046,3,1,2,0.455373
deepseek14b,implicature,swmimp046,3,2,3,0.219851
deepseek14b,implicature,swmimp046,3,3,4,0.266962
deepseek14b,implicature,swmimp046,3,4,5,0.261879
deepseek14b,implicature,swmimp046,3,5,6,0.096819
deepseek14b,implicature,swmimp047,1,1,2,0.13416
deepseek14b,implicature,swmimp047,1,2,3,0.157692
deepseek14b,implicature,swmimp047,1,3,4,0.515165
deepseek14b,implicature,swmimp047,2,1,2,0.405242
deepseek14b,implicature,swmimp047,2,2,3,0.433364
deepseek14b,implicature,swmimp047,2,3,4,0.438617
deepseek14b,implicature,swmimp047,3,1,2,0.530312
deepseek14b,implicature,swmimp047,3,2,3,0.554948
deepseek14b,implicature,swmimp047,3,3,4,0.46468
deepseek14b,implicature,swmimp048,1,1,2,0.547717
deepseek14b,implicature,swmimp048,1,2,3,0.255986
deepseek14b,implicature,swmimp048,1,3,4,0.099024
deepseek14b,implicature,swmimp048,1,4,5,0.467952
deepseek14b,implicature,swmimp048,2,1,2,0.250195
deepseek14b,implicature,swmimp048,2,2,3,0.155944
deepseek14b,implicature,swmimp048,2,3,4,0.257166
deepseek14b,implicature,swmimp048,2,4,5,0.326159
deepseek14b,implicature,swmimp048,3,1,2,0.182586
deepseek14b,implicature,swmimp048,3,2,3,0.129681
deepseek14b,implicature,swmimp048,3,3,4,0.554359
deepseek14b,implicature,swmimp048,3,4,5,0.602521
deepseek14b,implicature,swmimp049,1,1,2,0.534105
deepseek14b,implicature,swmimp049,1,2,3,0.062306
deepseek14b,implicature,swmimp049,1,3,4,0.179031
deepseek14b,implicature,swmimp049,1,4,5,0.436402
deepseek14b,implicature,swmimp049,2,1,2,0.269841
deepseek14b,implicature,swmimp049,2,2,3,0.243991
deepseek14b,implicature,swmimp049,2,3,4,0.264855
deepseek14b,implicature,swmimp049,2,4,5,0.434094
deepseek14b,implicature,swmimp049,3,1,2,0.348272
deepseek14b,implicature,swmimp049,3,2,3,0.212007
deepseek14b,implicature,swmimp049,3,3,4,0.122673
deepseek14b,implicature,swmimp049,3,4,5,0.127088
deepseek14b,implicature,swmimp050,1,1,2,0.32726
deepseek14b,implicature,swmimp050,1,2,3,0.247773
deepseek14b,implicature,swmimp050,1,3,4,0.114662
deepseek14b,implicature,swmimp050,1,4,5,0.326012
deepseek14b,implicature,swmimp050,1,5,6,0.339656
deepseek14b,implicature,swmimp050,2,1,2,0.417357
deepseek14b,implicature,swmimp050,2,2,3,0.360251
deepseek14b,implicature,swmimp050,2,3,4,0.460033
deepseek14b,implicature,swmimp050,2,4,5,0.192288
deepseek14b,implicature,swmimp050,2,5,6,0.607205
deepseek14b,implicature,swmimp050,3,1,2,0.380008
deepseek14b,implicature,swmimp050,3,2,3,0.335305
deepseek14b,implicature,swmimp050,3,3,4,0.309617
deepseek14b,implicature,swmimp050,3,4,5,0.260686
deepseek14b,implicature,swmimp050,3,5,6,0.340342
deepseek14b,implicature,swmimp051,1,1,2,0.242851
deepseek14b,implicature,swmimp051,1,2,3,0.532443
deepseek14b,implicature,swmimp051,1,3,4,0.572715
deepseek14b,implicature,swmimp051,1,4,5,0.308029
deepseek14b,implicature,swmimp051,1,5,6,0.205198
deepseek14b,implicature,swmimp051,2,1,2,0.428153
deepseek14b,implicature,swmimp051,2,2,3,0.161668
deepseek14b,implicature,swmimp051,2,3,4,0.265701
deepseek14b,implicature,swmimp051,2,4,5,0.351173
deepseek14b,implicature,swmimp051,2,5,6,0.384184
deepseek14b,implicature,swmimp051,3,1,2,0.396132
deepseek14b,implicature,swmimp051,3,2,3,0.34004
deepseek14b,implicature,swmimp051,3,3,4,0.219831
deepseek14b,implicature,swmimp051,3,4,5,0.120057
